t,strain,damage,stress,temperature
95.0,2.85871529094844e-21,7.827589953572799e-47,157.37500154429847,902.6191136965147
96.0,2.6472281093927477e-21,5.317987258667418e-48,157.37500154429847,902.6191136965147
97.0,2.8913968557365467e-21,5.4346496682621036e-46,157.37500154429847,902.6191136965147
98.0,2.4672897051929185e-21,2.32151617810422e-46,157.37500154429847,902.6191136965147
99.0,3.3492900091241037e-21,3.805688841184098e-46,157.37500154429847,902.6191136965147
100.0,2.55112065903564e-21,5.475448913400262e-46,157.37500154429847,902.6191136965147
101.0,2.30878465507408e-21,1.056326978943506e-46,157.37500154429847,902.6191136965147
102.0,1.8207295056906867e-21,4.508661820872709e-46,157.37500154429847,902.6191136965147
103.0,2.8210857407686648e-21,6.9994238341929456e-46,157.37500154429847,902.6191136965147
104.0,2.714293678934869e-21,2.6056013617908304e-46,157.37500154429847,902.6191136965147
105.0,3.329446654585681e-21,1.4952562890845e-46,157.37500154429847,902.6191136965147
106.0,3.0699219162200128e-21,9.45382755356922e-46,157.37500154429847,902.6191136965147
107.0,2.6826592668966874e-21,6.4813864422408856e-46,157.37500154429847,902.6191136965147
108.0,2.1147491974651055e-21,1.5695361892253765e-46,157.37500154429847,902.6191136965147
109.0,2.2207594186868323e-21,1.882229906737074e-46,157.37500154429847,902.6191136965147
110.0,2.6291993833720484e-21,4.426035980097883e-46,157.37500154429847,902.6191136965147
111.0,2.5526394205721877e-21,6.6675008024518474e-46,157.37500154429847,902.6191136965147
112.0,2.9233437548629794e-21,-8.818033110590263e-47,157.37500154429847,902.6191136965147
113.0,2.9389648115421413e-21,4.410915860402432e-46,157.37500154429847,902.6191136965147
114.0,3.3051849288992795e-21,6.476018298190857e-48,157.37500154429847,902.6191136965147
115.0,3.4630361907700755e-21,3.3169460213693323e-46,157.37500154429847,902.6191136965147
116.0,3.751230871461005e-21,4.6437757859417796e-46,157.37500154429847,902.6191136965147
117.0,3.686175560828779e-21,1.1025603733636106e-46,157.37500154429847,902.6191136965147
118.0,3.490055044207952e-21,1.9817650257468434e-48,157.37500154429847,902.6191136965147
119.0,3.034434463260676e-21,5.4244469003543e-46,157.37500154429847,902.6191136965147
120.0,3.2784133534627928e-21,2.8094767967019796e-46,157.37500154429847,902.6191136965147
121.0,3.507112535214509e-21,4.090377722410884e-46,157.37500154429847,902.6191136965147
122.0,3.416786891285689e-21,6.262035402529289e-46,157.37500154429847,902.6191136965147
123.0,3.255091338083472e-21,9.12757482226953e-46,157.37500154429847,902.6191136965147
124.0,3.73330612280592e-21,3.0663472507835192e-46,157.37500154429847,902.6191136965147
125.0,3.3669245988005688e-21,9.457383964610632e-46,157.37500154429847,902.6191136965147
126.0,3.446554062779969e-21,2.051224491968122e-46,157.37500154429847,902.6191136965147
127.0,3.3411198877784845e-21,5.864773445792757e-46,157.37500154429847,902.6191136965147
128.0,3.2005894284498116e-21,6.874963279420967e-46,157.37500154429847,902.6191136965147
129.0,2.7166599647069403e-21,6.104851461016084e-46,157.37500154429847,902.6191136965147
130.0,3.747353502750063e-21,3.563006629863709e-46,157.37500154429847,902.6191136965147
131.0,3.834798898471043e-21,6.662181358260529e-46,157.37500154429847,902.6191136965147
132.0,3.588932131244141e-21,4.74841815326302e-46,157.37500154429847,902.6191136965147
133.0,3.987369089128977e-21,5.114231431440278e-46,157.37500154429847,902.6191136965147
134.0,2.9879650521573797e-21,7.00571631641691e-46,157.37500154429847,902.6191136965147
135.0,3.931405719082964e-21,1.200913193963376e-45,157.37500154429847,902.6191136965147
136.0,3.834637727078503e-21,7.635369700793036e-46,157.37500154429847,902.6191136965147
137.0,4.8849549790552736e-21,9.44639430508168e-46,157.37500154429847,902.6191136965147
138.0,4.258102087867396e-21,9.196383219688182e-46,157.37500154429847,902.6191136965147
139.0,3.0320781263844806e-21,4.07907457561826e-46,157.37500154429847,902.6191136965147
140.0,4.726426042448027e-21,1.2609281074605076e-45,157.37500154429847,902.6191136965147
141.0,3.67613516945747e-21,6.349710489984522e-46,157.37500154429847,902.6191136965147
142.0,4.124479456534404e-21,5.198992276259271e-46,157.37500154429847,902.6191136965147
143.0,3.0390860412210782e-21,1.1091611282827268e-45,157.37500154429847,902.6191136965147
144.0,3.3725745838752137e-21,1.141666380704912e-45,157.37500154429847,902.6191136965147
145.0,4.009148382165493e-21,6.886228386025958e-46,157.37500154429847,902.6191136965147
146.0,4.1423360736506845e-21,9.797055586362845e-46,157.37500154429847,902.6191136965147
147.0,4.122516644156195e-21,8.116422985481164e-46,157.37500154429847,902.6191136965147
148.0,3.940432075711519e-21,1.481457536092058e-45,157.37500154429847,902.6191136965147
149.0,3.943018341971937e-21,9.13774002154688e-46,157.37500154429847,902.6191136965147
150.0,4.240513668586141e-21,8.468425069864923e-46,157.37500154429847,902.6191136965147
151.0,4.223511204283263e-21,9.763002428449928e-46,157.37500154429847,902.6191136965147
152.0,3.898671774468023e-21,1.140785562865751e-45,157.37500154429847,902.6191136965147
153.0,3.2966223976186687e-21,1.1021841395474542e-45,157.37500154429847,902.6191136965147
154.0,3.527877139978301e-21,1.0198781018030282e-45,157.37500154429847,902.6191136965147
155.0,4.843947961644609e-21,9.40137312265413e-46,157.37500154429847,902.6191136965147
157.0,3.957204043340289e-21,7.812350197209885e-46,157.37500154429847,902.6191136965147
158.0,4.8393887298810705e-21,2.830020306635158e-46,157.37500154429847,902.6191136965147
159.0,4.6286248104266725e-21,1.1400763911891103e-45,157.37500154429847,902.6191136965147
160.0,4.501467367589153e-21,7.503420841522313e-46,157.37500154429847,902.6191136965147
161.0,4.882429762184509e-21,8.486167139964729e-46,157.37500154429847,902.6191136965147
162.0,4.119917905722092e-21,1.0639800595126908e-45,157.37500154429847,902.6191136965147
163.0,4.0275249358181504e-21,1.1769396720468078e-45,157.37500154429847,902.6191136965147
164.0,4.449882588998694e-21,1.0081382955718732e-45,157.37500154429847,902.6191136965147
165.0,3.949889839194238e-21,5.148511316974508e-46,157.37500154429847,902.6191136965147
166.0,4.2577963710397395e-21,1.3620994221470193e-45,157.37500154429847,902.6191136965147
167.0,4.593464442392671e-21,7.192607002269066e-46,157.37500154429847,902.6191136965147
168.0,4.6351764825813606e-21,9.794321336220834e-46,157.37500154429847,902.6191136965147
169.0,4.417799294026829e-21,1.4242079279712386e-45,157.37500154429847,902.6191136965147
170.0,5.3135138085536896e-21,1.1346064240745024e-45,157.37500154429847,902.6191136965147
171.0,5.106131467019057e-21,1.138880277438687e-45,157.37500154429847,902.6191136965147
172.0,5.082127870668047e-21,1.4132678026749943e-45,157.37500154429847,902.6191136965147
173.0,4.1449913256383e-21,9.302121137541976e-46,157.37500154429847,902.6191136965147
174.0,4.492021983980335e-21,1.0549060755144334e-45,157.37500154429847,902.6191136965147
175.0,4.123102098946662e-21,5.593674609706615e-46,157.37500154429847,902.6191136965147
176.0,4.741429694828523e-21,1.2230934385683265e-45,157.37500154429847,902.6191136965147
177.0,4.7972533118643914e-21,6.797780139720983e-46,157.37500154429847,902.6191136965147
178.0,4.772318824335423e-21,8.636237306055403e-46,157.37500154429847,902.6191136965147
179.0,4.293823019974006e-21,7.871001944288762e-46,157.37500154429847,902.6191136965147
180.0,5.14248868460054e-21,1.2095518814276184e-45,157.37500154429847,902.6191136965147
181.0,4.908865340170554e-21,9.757066344460628e-46,157.37500154429847,902.6191136965147
182.0,5.1234887982911196e-21,1.50450584572447e-45,157.37500154429847,902.6191136965147
183.0,5.262724554579836e-21,1.5619043851862328e-45,157.37500154429847,902.6191136965147
184.0,4.666213638607329e-21,7.869382951622497e-46,157.37500154429847,902.6191136965147
185.0,5.070957663337056e-21,1.3300531212566411e-45,157.37500154429847,902.6191136965147
186.0,6.070933076218301e-21,1.1456706518660308e-45,157.37500154429847,902.6191136965147
187.0,4.381637532566538e-21,1.1339286939901127e-45,157.37500154429847,902.6191136965147
189.0,4.843166962183913e-21,1.1338046418554472e-45,157.37500154429847,902.6191136965147
190.0,4.637718701176169e-21,1.53399015106795e-45,157.37500154429847,902.6191136965147
191.0,4.871304301343709e-21,1.327895807423595e-45,157.37500154429847,902.6191136965147
192.0,4.850092980571176e-21,1.0961022839172913e-45,157.37500154429847,902.6191136965147
193.0,4.881678785719168e-21,1.4810782690558328e-45,157.37500154429847,902.6191136965147
194.0,5.0593948243998086e-21,1.5828608827753467e-45,157.37500154429847,902.6191136965147
195.0,5.6188571375954784e-21,1.3838433564541464e-45,157.37500154429847,902.6191136965147
196.0,5.383445991598348e-21,1.4734811733511415e-45,157.37500154429847,902.6191136965147
197.0,5.062711835162725e-21,1.2932633015812506e-45,157.37500154429847,902.6191136965147
198.0,5.7799958494592416e-21,1.8383254146239042e-45,157.37500154429847,902.6191136965147
199.0,4.9540908705266115e-21,1.3281200887639647e-45,157.37500154429847,902.6191136965147
200.0,5.1107534984227295e-21,1.4177149409320918e-45,157.37500154429847,902.6191136965147
201.0,5.7802780465442146e-21,1.673375436244169e-45,157.37500154429847,902.6191136965147
202.0,4.575727668477064e-21,1.8572097152070682e-45,157.37500154429847,902.6191136965147
203.0,5.529223485411905e-21,1.4535725864673146e-45,157.37500154429847,902.6191136965147
204.0,5.825186350257047e-21,1.7529852147456295e-45,157.37500154429847,902.6191136965147
205.0,5.496631164983773e-21,1.658037136429992e-45,157.37500154429847,902.6191136965147
206.0,5.5403253050786045e-21,1.3293851695775958e-45,157.37500154429847,902.6191136965147
207.0,4.521625709836894e-21,1.6653441264447847e-45,157.37500154429847,902.6191136965147
208.0,5.571975186351513e-21,1.3601080523384856e-45,157.37500154429847,902.6191136965147
209.0,5.674906958353726e-21,1.4244170143420612e-45,157.37500154429847,902.6191136965147
210.0,5.2042223353222494e-21,1.1983880235739267e-45,157.37500154429847,902.6191136965147
211.0,5.410034679143853e-21,1.4581758192594497e-45,157.37500154429847,902.6191136965147
212.0,5.8487991690491455e-21,1.4054267719322974e-45,157.37500154429847,902.6191136965147
213.0,5.45055801824487e-21,1.6874483049899267e-45,157.37500154429847,902.6191136965147
214.0,5.999331217979477e-21,1.4446728756393338e-45,157.37500154429847,902.6191136965147
215.0,6.2013453652312375e-21,1.6487057936312616e-45,157.37500154429847,902.6191136965147
216.0,5.357712497893905e-21,1.4806876507669323e-45,157.37500154429847,902.6191136965147
217.0,6.300249385912982e-21,1.8510551297737623e-45,157.37500154429847,902.6191136965147
218.0,5.790424400881646e-21,1.179660132774512e-45,157.37500154429847,902.6191136965147
219.0,6.2499204087446866e-21,1.8887531048594284e-45,157.37500154429847,902.6191136965147
220.0,5.39067119382508e-21,1.557860237922847e-45,157.37500154429847,902.6191136965147
221.0,5.89998987757219e-21,1.643841831376065e-45,157.37500154429847,902.6191136965147
222.0,6.4183073788430665e-21,1.575642348623366e-45,157.37500154429847,902.6191136965147
223.0,6.099037825616052e-21,1.8314413061421222e-45,157.37500154429847,902.6191136965147
224.0,5.957850982648986e-21,1.4933819667658158e-45,157.37500154429847,902.6191136965147
225.0,6.5099181068759246e-21,1.868670784216516e-45,157.37500154429847,902.6191136965147
226.0,5.742910605158277e-21,1.6578478970275216e-45,157.37500154429847,902.6191136965147
227.0,5.5379140892481205e-21,2.0043830394572075e-45,157.37500154429847,902.6191136965147
230.0,6.214303683579e-21,2.159960982577606e-45,157.37500154429847,902.6191136965147
231.0,6.197000122584512e-21,2.3713016647252574e-45,157.37500154429847,902.6191136965147
232.0,5.805717603657205e-21,2.0890204566672765e-45,157.37500154429847,902.6191136965147
233.0,6.133037323873629e-21,2.0090621854843736e-45,157.37500154429847,902.6191136965147
234.0,5.821206335065384e-21,2.0823613080047675e-45,157.37500154429847,902.6191136965147
235.0,6.586959868082647e-21,1.4774188697929535e-45,157.37500154429847,902.6191136965147
236.0,5.6689827523534956e-21,1.9498322400380742e-45,157.37500154429847,902.6191136965147
237.0,6.490649634056004e-21,1.5246332678274053e-45,157.37500154429847,902.6191136965147
238.0,5.751438299470476e-21,2.0679705834122138e-45,157.37500154429847,902.6191136965147
239.0,5.861383815512761e-21,2.1281130478170074e-45,157.37500154429847,902.6191136965147
240.0,5.8774264721318675e-21,1.970254746692375e-45,157.37500154429847,902.6191136965147
241.0,6.969884326131104e-21,1.6907567246745973e-45,157.37500154429847,902.6191136965147
242.0,5.790126046531426e-21,2.4433832423970476e-45,157.37500154429847,902.6191136965147
243.0,6.808429810425468e-21,2.5697885068478457e-45,157.37500154429847,902.6191136965147
244.0,6.024859645979536e-21,1.7406460971944442e-45,157.37500154429847,902.6191136965147
245.0,6.383154312739079e-21,2.1513018637623877e-45,157.37500154429847,902.6191136965147
246.0,6.428217789464942e-21,2.5240851567601454e-45,157.37500154429847,902.6191136965147
247.0,6.489994379793691e-21,1.9355764136770213e-45,157.37500154429847,902.6191136965147
248.0,6.78693607654827e-21,2.3283257285089675e-45,157.37500154429847,902.6191136965147
249.0,6.1368615754045234e-21,2.5563047096668183e-45,157.37500154429847,902.6191136965147
250.0,6.648572183988417e-21,1.984280421558394e-45,157.37500154429847,902.6191136965147
251.0,6.683621808282131e-21,2.6384413560673042e-45,157.37500154429847,902.6191136965147
252.0,6.880153236084817e-21,2.535155496095675e-45,157.37500154429847,902.6191136965147
253.0,6.932761442714155e-21,2.086052061659591e-45,157.37500154429847,902.6191136965147
254.0,6.767129500652312e-21,2.3258041533802282e-45,157.37500154429847,902.6191136965147
255.0,7.11192961210058e-21,2.2183891882103737e-45,157.37500154429847,902.6191136965147
256.0,6.346895816906689e-21,1.7186506134862498e-45,157.37500154429847,902.6191136965147
257.0,6.739352175124082e-21,2.0927020411802846e-45,157.37500154429847,902.6191136965147
258.0,6.219461674597563e-21,2.3798788436796836e-45,157.37500154429847,902.6191136965147
259.0,6.138542850659945e-21,2.6669066070230908e-45,157.37500154429847,902.6191136965147
260.0,6.811662221906568e-21,2.270407897543975e-45,157.37500154429847,902.6191136965147
261.0,7.133869362747832e-21,2.781255090678316e-45,157.37500154429847,902.6191136965147
262.0,7.00244912590843e-21,2.440357992432505e-45,157.37500154429847,902.6191136965147
263.0,6.970279990778178e-21,2.4545007226668396e-45,157.37500154429847,902.6191136965147
264.0,6.6248414294059115e-21,2.7446445081243806e-45,157.37500154429847,902.6191136965147
265.0,6.994425973844555e-21,2.3024543403559044e-45,157.37500154429847,902.6191136965147
266.0,7.011818858089506e-21,2.537682209896019e-45,157.37500154429847,902.6191136965147
267.0,6.85423906488056e-21,2.4154233527194477e-45,157.37500154429847,902.6191136965147
268.0,6.993921420034966e-21,2.686327750110744e-45,157.37500154429847,902.6191136965147
269.0,7.423794998844393e-21,2.05088337854692e-45,157.37500154429847,902.6191136965147
270.0,7.00672664069912e-21,2.808980439459923e-45,157.37500154429847,902.6191136965147
271.0,6.981859266642582e-21,2.6947350867363025e-45,157.37500154429847,902.6191136965147
272.0,7.352480561972923e-21,2.29725497428089e-45,157.37500154429847,902.6191136965147
273.0,6.886148573886731e-21,2.536233968354688e-45,157.37500154429847,902.6191136965147
274.0,7.275215919862768e-21,2.0591403599052274e-45,157.37500154429847,902.6191136965147
275.0,6.757778252207079e-21,2.558002233891326e-45,157.37500154429847,902.6191136965147
276.0,7.338503820440979e-21,2.7482924023756236e-45,157.37500154429847,902.6191136965147
277.0,6.7643535296814566e-21,2.874593633520416e-45,157.37500154429847,902.6191136965147
278.0,6.616659830715103e-21,2.5498245232759296e-45,157.37500154429847,902.6191136965147
279.0,7.04848652712973e-21,2.3825026544044647e-45,157.37500154429847,902.6191136965147
280.0,7.323918798563213e-21,2.5548034896760735e-45,157.37500154429847,902.6191136965147
281.0,7.133312286927026e-21,2.1824993491335313e-45,157.37500154429847,902.6191136965147
282.0,7.44457480174858e-21,3.0366709759184603e-45,157.37500154429847,902.6191136965147
283.0,7.520033070280328e-21,3.070488442750766e-45,157.37500154429847,902.6191136965147
284.0,6.657389467408627e-21,2.992362662345577e-45,157.37500154429847,902.6191136965147
285.0,7.294408963978787e-21,3.291166653005621e-45,157.37500154429847,902.6191136965147
286.0,7.640164232320478e-21,2.6811693144202862e-45,157.37500154429847,902.6191136965147
287.0,7.450996617044749e-21,2.6117589402660068e-45,157.37500154429847,902.6191136965147
288.0,7.662097309464943e-21,3.04643696700583e-45,157.37500154429847,902.6191136965147
289.0,7.470542505632383e-21,2.899445319828104e-45,157.37500154429847,902.6191136965147
290.0,7.418362384496301e-21,2.5781917547018343e-45,157.37500154429847,902.6191136965147
291.0,7.672690772749018e-21,2.7386025285701473e-45,157.37500154429847,902.6191136965147
292.0,7.698727886608719e-21,3.334543659011748e-45,157.37500154429847,902.6191136965147
293.0,8.100814767126514e-21,3.1030353364629415e-45,157.37500154429847,902.6191136965147
295.0,7.447952325576068e-21,3.2356969010225144e-45,157.37500154429847,902.6191136965147
296.0,7.95679581283903e-21,3.0689150817779916e-45,157.37500154429847,902.6191136965147
297.0,7.757685439321049e-21,2.898692030111286e-45,157.37500154429847,902.6191136965147
298.0,7.78766094011795e-21,2.912631684607846e-45,157.37500154429847,902.6191136965147
299.0,7.728663780616761e-21,3.212434862178494e-45,157.37500154429847,902.6191136965147
300.0,8.246015270774987e-21,2.9705735107446715e-45,157.37500154429847,902.6191136965147
302.0,7.674997934276998e-21,3.178889454222518e-45,157.37500154429847,902.6191136965147
303.0,8.181488276754263e-21,2.957947252349696e-45,157.37500154429847,902.6191136965147
304.0,8.605521127935814e-21,3.0183567053434805e-45,157.37500154429847,902.6191136965147
305.0,8.018556446428375e-21,2.938978592869381e-45,157.37500154429847,902.6191136965147
306.0,8.234745009194702e-21,3.362034300379783e-45,157.37500154429847,902.6191136965147
307.0,7.983282642875275e-21,3.3031454275711114e-45,157.37500154429847,902.6191136965147
308.0,8.045348000058553e-21,3.025090627068295e-45,157.37500154429847,902.6191136965147
309.0,8.0386368103852e-21,3.253780668066067e-45,157.37500154429847,902.6191136965147
310.0,8.342302578841459e-21,3.2656609199480516e-45,157.37500154429847,902.6191136965147
311.0,8.067564213713969e-21,3.2770207536721904e-45,157.37500154429847,902.6191136965147
312.0,7.989458759452537e-21,3.297200637305512e-45,157.37500154429847,902.6191136965147
313.0,8.101455500326746e-21,3.177131761146232e-45,157.37500154429847,902.6191136965147
314.0,8.274527468589435e-21,3.2378277623520687e-45,157.37500154429847,902.6191136965147
315.0,8.537471156377003e-21,3.360909910032293e-45,157.37500154429847,902.6191136965147
316.0,8.465174310795925e-21,3.442807547822812e-45,157.37500154429847,902.6191136965147
317.0,8.461112909427865e-21,3.612280641328724e-45,157.37500154429847,902.6191136965147
318.0,8.012444970452443e-21,3.7345410025634275e-45,157.37500154429847,902.6191136965147
319.0,9.18893412611943e-21,3.270798533105033e-45,157.37500154429847,902.6191136965147
320.0,8.553510243554548e-21,3.23720329758211e-45,157.37500154429847,902.6191136965147
321.0,7.700564082017966e-21,3.3546483586439066e-45,157.37500154429847,902.6191136965147
323.0,8.291191353335704e-21,3.547237160012362e-45,157.37500154429847,902.6191136965147
325.0,8.451834082577971e-21,3.6286363786617323e-45,157.37500154429847,902.6191136965147
326.0,8.78905972219669e-21,3.571271734215803e-45,157.37500154429847,902.6191136965147
327.0,8.642400149435007e-21,3.7905834675062866e-45,157.37500154429847,902.6191136965147
328.0,9.134519997595687e-21,3.684515076281138e-45,157.37500154429847,902.6191136965147
329.0,8.7306409428147e-21,3.755346251985032e-45,157.37500154429847,902.6191136965147
330.0,8.665240936899028e-21,3.6078274927095495e-45,157.37500154429847,902.6191136965147
331.0,9.338729354023504e-21,3.5946493934967805e-45,157.37500154429847,902.6191136965147
332.0,9.220387829016309e-21,3.7859936845488447e-45,157.37500154429847,902.6191136965147
333.0,8.326213739385298e-21,3.669707152031957e-45,157.37500154429847,902.6191136965147
334.0,9.027404895616736e-21,3.822612426954789e-45,157.37500154429847,902.6191136965147
335.0,8.59576944280155e-21,3.6997389979667894e-45,157.37500154429847,902.6191136965147
